def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(WSDEBUG),
True,
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(PROTO),
!def(PROTO),
def(DEBUG),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
