def(FEAT_BEVAL),
True,
def(DEBUG),
!def(PROTO),
!def(INET_SOCKETS),
def(__BORLANDC__),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_EMACS_TAGS),
def(WSDEBUG),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
def(FEAT_FKMAP),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(FEAT_EMACS_TAGS),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
