!def(NO_CONSOLE),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(DEBUG),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
True,
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
!def(FEAT_BEVAL),
!def(PROTO),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(PROTO),
