def(WSDEBUG_SENSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
True,
def(__MINT__),
def(_WIN32),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(PROTO),
def(FEAT_GUI),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(FEAT_GUI_W32),
def(NBDEBUG),
