(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
!def(FEAT_MBYTE),
def(EBCDIC),
!def(RISCOS),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
True,
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)),
!def(EBCDIC),
!def(NO_CONSOLE),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(NBDEBUG),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
!def(FEAT_BEVAL),
