def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(INET_SOCKETS),
def(WIN32),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(__MINT__),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG),
True,
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
!def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(_WIN32),
def(FEAT_TERMRESPONSE),
