def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(MAIN),
def(WSDEBUG_SENSE),
def(__MINT__),
def(WSDEBUG),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_PROFILE),
True,
def(_WIN32),
def(FEAT_GUI_W32),
