def(FEAT_MBYTE),
True,
(!def(FEAT_FOLDING)&def(FEAT_VERTSPLIT)),
(def(FEAT_SEARCH_EXTRA)&!def(FEAT_FOLDING)),
(!def(FEAT_FOLDING)&def(FEAT_MBYTE)),
def(FEAT_SEARCH_EXTRA),
