!def(INET_SOCKETS),
def(PROTO),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(MAIN),
def(_WIN32),
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(INET_SOCKETS),
def(FEAT_PROFILE),
def(__MINT__),
def(WIN32),
True,
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
