def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
True,
def(NBDEBUG),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(__MINT__),
def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
def(WIN32),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(MAIN),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
!def(FEAT_PROFILE),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
def(_WIN32),
