def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(DEBUG),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(NBDEBUG),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
