def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
True,
!def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
!def(NO_CONSOLE),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
def(FEAT_MBYTE),
