def(__MINT__),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_BEVAL),
def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
True,
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
def(FEAT_GUI),
def(DEBUG),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
def(FEAT_BEVAL_GUI),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(WIN32),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
