def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(DEBUG),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(PROTO),
def(WSDEBUG_TRACE),
True,
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
