!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(WSDEBUG),
True,
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(WIN32),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(__MINT__),
def(_WIN32),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
!def(FEAT_GUI_W32),
def(MAIN),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_JOB_CHANNEL),
