def(FEAT_TERMRESPONSE),
def(WSDEBUG),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
True,
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
