def(FEAT_BEVAL),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(INET_SOCKETS),
def(MAIN),
def(FEAT_TOOLBAR),
True,
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(PROTO),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(_WIN32),
def(WIN32),
