!def(FEAT_GUI_W32),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(NBDEBUG),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(FEAT_PROFILE),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
def(WIN32),
def(FEAT_TERMRESPONSE),
def(__MINT__),
True,
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(MAIN),
def(FEAT_JOB_CHANNEL),
