(def(HPUX_DIGRAPHS)&!def(__MINT__)),
True,
!def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
def(__MINT__),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
def(PROTO),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(_WIN32),
def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
def(FEAT_PROFILE),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(DEBUG),
