def(FEAT_TOOLBAR),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(PROTO),
def(_WIN32),
def(FEAT_JOB_CHANNEL),
def(__MINT__),
True,
def(MAIN),
def(DEBUG),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(INET_SOCKETS),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
