!def(PROTO),
def(FEAT_TOOLBAR),
def(NBDEBUG),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(DEBUG),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_CLIPBOARD),
def(PROTO),
