!def(FEAT_BEVAL),
def(WSDEBUG),
def(RISCOS),
True,
!def(RISCOS),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(DEBUG),
!def(PROTO),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_FKMAP),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(FEAT_RIGHTLEFT),
def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
!def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
