def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
!def(PROTO),
def(LESSTIF_VERSION),
!def(FEAT_RIGHTLEFT),
!def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
True,
def(RISCOS),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_MBYTE),
def(FEAT_FKMAP),
def(WSDEBUG),
def(PROTO),
def(DEBUG),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
!def(RISCOS),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
