(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
!def(FEAT_BEVAL),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_MOTIF),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
!def(WIN64),
def(FEAT_CLIPBOARD),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
def(EBCDIC),
True,
def(FEAT_GUI),
!def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
!def(RISCOS),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(WIN64),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(FEAT_GUI_MOTIF),
def(FEAT_MBYTE),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(DEBUG),
def(FEAT_RIGHTLEFT),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
!def(EBCDIC),
