(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
!def(FEAT_RIGHTLEFT),
True,
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(NBDEBUG),
def(FEAT_GUI_MOTIF),
!def(EBCDIC),
def(FEAT_MBYTE),
def(WIN64),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_MOTIF),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
def(FEAT_TERMRESPONSE),
def(EBCDIC),
def(DEBUG),
!def(NO_CONSOLE),
!def(WIN64),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
!def(RISCOS),
def(FEAT_RIGHTLEFT),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
!def(FEAT_GUI_W32),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
