def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
True,
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_PROFILE),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_PROFILE),
def(PROTO),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(DEBUG),
def(FEAT_JOB_CHANNEL),
def(__MINT__),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(_WIN32),
