def(FEAT_GUI_W32),
def(FEAT_FLOAT),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(MAIN),
!def(UNIX),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(UNIX),
def(FEAT_BEVAL_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(WIN32),
def(_WIN32),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(__MINT__),
def(FEAT_FKMAP),
True,
def(FEAT_SUN_WORKSHOP),
!def(FEAT_PROFILE),
