def(__BORLANDC__),
def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_CLIPBOARD),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
def(DEBUG),
def(WSDEBUG_SENSE),
True,
!def(PROTO),
def(PROTO),
!def(FEAT_BEVAL),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
!def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
