def(MAIN),
def(_WIN32),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_JOB_CHANNEL),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(WIN32),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(__MINT__),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
True,
def(FEAT_SUN_WORKSHOP),
