def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
!def(PROTO),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
True,
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
!def(FEAT_MBYTE),
def(WSDEBUG),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(DEBUG),
def(NBDEBUG),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
