def(WSDEBUG_TRACE),
!def(PROTO),
True,
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(DEBUG),
!def(INET_SOCKETS),
