def(FEAT_BEVAL),
def(MAIN),
def(NBDEBUG),
def(DEBUG),
def(WIN32),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(FEAT_PROFILE),
True,
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(__MINT__),
def(_WIN32),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
