!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
def(DEBUG),
def(INET_SOCKETS),
True,
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(__BORLANDC__),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
!def(PROTO),
def(FEAT_BEVAL),
