def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(NBDEBUG),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
!def(PROTO),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(PROTO),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
True,
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(__BORLANDC__),
