(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(FEAT_CLIPBOARD),
!def(EBCDIC),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_MOTIF),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
True,
def(FEAT_TOOLBAR),
!def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
!def(RISCOS),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(NBDEBUG),
def(FEAT_GUI),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_TERMRESPONSE),
def(EBCDIC),
def(LESSTIF_VERSION),
!def(FEAT_GUI_MOTIF),
def(FEAT_MBYTE),
def(DEBUG),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
def(FEAT_FKMAP),
!def(FEAT_RIGHTLEFT),
def(WIN64),
!def(WIN64),
