def(WSDEBUG_TRACE),
def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
True,
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(FEAT_FKMAP),
!def(PROTO),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(DEBUG),
def(LESSTIF_VERSION),
