!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_RIGHTLEFT),
True,
!def(NO_CONSOLE),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(MAIN),
def(NBDEBUG),
def(_WIN32),
def(WSDEBUG_TRACE),
def(DEBUG),
def(WIN32),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
def(FEAT_FKMAP),
