def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(DEBUG),
!def(FEAT_BEVAL),
!def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(RISCOS),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
!def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
def(FEAT_BEVAL),
True,
!def(RISCOS),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
