def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
True,
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
!def(PROTO),
def(DEBUG),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(PROTO),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
