def(__BORLANDC__),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(PROTO),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(DEBUG),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(NBDEBUG),
def(FEAT_FKMAP),
True,
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(PROTO),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
