def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
!def(PROTO),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(FEAT_GUI_W32),
def(DEBUG),
def(WSDEBUG),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
True,
