def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
True,
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(PROTO),
!def(INET_SOCKETS),
def(DEBUG),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
