def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(FEAT_FKMAP),
def(FEAT_MBYTE),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(MAIN),
!def(FEAT_GUI_GTK),
def(WIN32),
def(FEAT_BEVAL),
def(FEAT_GUI),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(DEBUG),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
