!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
!def(PROTO),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(DEBUG),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
