def(FEAT_GUI_GTK),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
True,
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(PROTO),
