!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(RISCOS),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
True,
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
!def(RISCOS),
!def(FEAT_MBYTE),
def(INET_SOCKETS),
def(FEAT_MBYTE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
