!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(RISCOS),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(RISCOS),
!def(INET_SOCKETS),
!def(FEAT_MBYTE),
def(DEBUG),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
!def(PROTO),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(WSDEBUG),
