(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
!def(FEAT_PROFILE),
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(_WIN32),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(UNIX),
def(FEAT_BEVAL_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(__MINT__),
def(MAIN),
def(PROTO),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(WSDEBUG_TRACE),
!def(UNIX),
