!def(PROTO),
def(FEAT_FKMAP),
def(FEAT_EMACS_TAGS),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(WSDEBUG),
True,
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
!def(FEAT_EMACS_TAGS),
!def(INET_SOCKETS),
def(DEBUG),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
