def(FEAT_JOB_CHANNEL),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_TOOLBAR),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(WIN32),
def(LESSTIF_VERSION),
def(__MINT__),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(MAIN),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
!def(UNIX),
def(FEAT_GUI_W32),
def(UNIX),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_PROFILE),
True,
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
