!def(FEAT_EMACS_TAGS),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(__BORLANDC__),
def(DEBUG),
!def(PROTO),
def(FEAT_RIGHTLEFT),
True,
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(PROTO),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_EMACS_TAGS),
def(WSDEBUG_SENSE),
def(WSDEBUG),
