!def(NO_CONSOLE),
def(FEAT_GUI),
def(FEAT_GUI_W32),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(DEBUG),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
def(PROTO),
def(FEAT_GUI_GTK),
