!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(DEBUG),
!def(PROTO),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(PROTO),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(__BORLANDC__),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
