def(FEAT_CLIPBOARD),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
True,
def(FEAT_GUI),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(PROTO),
!def(PROTO),
def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
def(__BORLANDC__),
def(WSDEBUG),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
