!def(PROTO),
def(FEAT_GUI),
def(WSDEBUG),
def(RISCOS),
def(MCH_WRITE_DUMP),
def(FEAT_RIGHTLEFT),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
True,
def(NBDEBUG),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(EBCDIC),
def(FEAT_TERMRESPONSE),
def(DEBUG),
!def(FEAT_RIGHTLEFT),
!def(RISCOS),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
!def(EBCDIC),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
!def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(PROTO),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
