def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(MAIN),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
def(INET_SOCKETS),
def(WIN32),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(DEBUG),
def(FEAT_BEVAL_GUI),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(LESSTIF_VERSION),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(__MINT__),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_PROFILE),
def(PROTO),
