def(__MINT__),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(PROTO),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(_WIN32),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_JOB_CHANNEL),
def(FEAT_TERMRESPONSE),
def(WIN32),
def(INET_SOCKETS),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
