def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
!def(PROTO),
def(DEBUG),
def(PROTO),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(LESSTIF_VERSION),
