def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
def(FEAT_GUI_W32),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(_WIN32),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL_GUI),
True,
def(FEAT_TOOLBAR),
def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(__MINT__),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(WIN32),
!def(FEAT_GUI_GTK),
def(FEAT_PROFILE),
