!def(NO_CONSOLE),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
True,
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(WIN32),
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
def(DEBUG),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(FEAT_FKMAP),
def(WSDEBUG),
def(NBDEBUG),
def(MAIN),
def(_WIN32),
def(WSDEBUG_TRACE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
