def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(PROTO),
!def(PROTO),
def(FEAT_GUI),
def(DEBUG),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
!def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(__BORLANDC__),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_EMACS_TAGS),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_EMACS_TAGS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
True,
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(NBDEBUG),
