def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(PROTO),
def(FEAT_RIGHTLEFT),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
!def(PROTO),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
!def(NO_CONSOLE),
def(NBDEBUG),
True,
def(FEAT_GUI),
def(WSDEBUG),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
