def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(NBDEBUG),
!def(INET_SOCKETS),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(PROTO),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(DEBUG),
