def(WSDEBUG),
def(FEAT_BEVAL_GUI),
def(PROTO),
def(MAIN),
def(DEBUG),
def(FEAT_PROFILE),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_TRACE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(__MINT__),
def(FEAT_JOB_CHANNEL),
